"","target name","taccession","query name","qaccession","E-value","score","bias","dom E-value","dom score","dom bias","exp","reg","clu","ov","env","dom","rep","inc","Assembly"
"3203","DEEI01000032.1_84","-","NOG.COG0094.clustalo_raw","-",3.8e-60,201.4,0.8,4.4e-60,201.2,0.8,1,1,0,0,1,1,1,1,"DEEI"
"3217","DEEJ01000054.1_138","-","NOG.COG0094.clustalo_raw","-",1.3e-52,176.4,0.3,1.4e-52,176.3,0.3,1,1,0,0,1,1,1,1,"DEEJ"
"3231","DEEK01000088.1_17","-","NOG.COG0094.clustalo_raw","-",8.1e-57,189.9,0.3,9.4e-57,189.7,0.3,1,1,0,0,1,1,1,1,"DEEK"
"3245","DEEP01000020.1_19","-","NOG.COG0094.clustalo_raw","-",3.5e-48,161,0.1,4.1e-48,160.7,0.1,1,1,0,0,1,1,1,1,"DEEP"
"3293","DEFA01000034.1_25","-","NOG.COG0094.clustalo_raw","-",1.3e-60,203.3,0.4,1.4e-60,203.1,0.4,1,1,0,0,1,1,1,1,"DEFA"
"3320","DEFE01000044.1_54","-","NOG.COG0094.clustalo_raw","-",6e-55,184.1,0.2,7e-55,183.9,0.2,1,1,0,0,1,1,1,1,"DEFE"
"3351","DEFK01000015.1_174","-","NOG.COG0094.clustalo_raw","-",1.2e-50,169.6,0,1.4e-50,169.4,0,1,1,0,0,1,1,1,1,"DEFK"
"3367","DEFL01000035.1_42","-","NOG.COG0094.clustalo_raw","-",2.3e-48,163,0.1,2.6e-48,162.7,0.1,1,1,0,0,1,1,1,1,"DEFL"
"3381","DEFN01000072.1_65","-","NOG.COG0094.clustalo_raw","-",1.7e-43,145.8,0,2.1e-43,145.4,0,1,1,0,0,1,1,1,1,"DEFN"
"3407","DEFR01000023.1_58","-","NOG.COG0094.clustalo_raw","-",3.3e-48,161,0.1,3.8e-48,160.7,0.1,1,1,0,0,1,1,1,1,"DEFR"
"3421","DEFV01000011.1_15","-","NOG.COG0094.clustalo_raw","-",3.5e-50,168.2,0.4,3.7e-50,168.1,0.4,1,1,0,0,1,1,1,1,"DEFV"
"3464","DEGF01000102.1_27","-","NOG.COG0094.clustalo_raw","-",1.1e-56,189.7,0.2,1.4e-56,189.5,0.2,1,1,0,0,1,1,1,1,"DEGF"
"3479","DEGI01000064.1_22","-","NOG.COG0094.clustalo_raw","-",2.9e-55,185,0.2,3.1e-55,184.9,0.2,1,1,0,0,1,1,1,1,"DEGI"
"3493","DEGJ01000043.1_18","-","NOG.COG0094.clustalo_raw","-",3e-55,184.8,0.1,3.4e-55,184.7,0.1,1,1,0,0,1,1,1,1,"DEGJ"
"3534","DEGR01000068.1_30","-","NOG.COG0094.clustalo_raw","-",3e-59,198.3,0.2,3.2e-59,198.2,0.2,1,1,0,0,1,1,1,1,"DEGR"
"3550","DEGS01000012.1_27","-","NOG.COG0094.clustalo_raw","-",9.5e-56,186.5,0.2,1e-55,186.3,0.2,1,1,0,0,1,1,1,1,"DEGS"
"3577","DEGX01000028.1_23","-","NOG.COG0094.clustalo_raw","-",7e-60,200.4,0.3,8.3e-60,200.2,0.3,1,1,0,0,1,1,1,1,"DEGX"
"3605","DEHL01000034.1_32","-","NOG.COG0094.clustalo_raw","-",8e-54,180,0,9.1e-54,179.8,0,1,1,0,0,1,1,1,1,"DEHL"
"3619","DEJH01000026.1_52","-","NOG.COG0094.clustalo_raw","-",3e-55,184.2,0.5,3.4e-55,184,0.5,1,1,0,0,1,1,1,1,"DEJH"
"3633","DEKA01000052.1_28","-","NOG.COG0094.clustalo_raw","-",2.2e-61,204.9,0.1,2.6e-61,204.7,0.1,1,1,0,0,1,1,1,1,"DEKA"
"3648","DEKB01000005.1_15","-","NOG.COG0094.clustalo_raw","-",5.3e-55,184.1,0.1,5.7e-55,184,0.1,1,1,0,0,1,1,1,1,"DEKB"
"3662","DEKE01000033.1_15","-","NOG.COG0094.clustalo_raw","-",2.2e-54,181.4,0.5,2.3e-54,181.3,0.5,1,1,0,0,1,1,1,1,"DEKE"
"3677","DEKH01000005.1_20","-","NOG.COG0094.clustalo_raw","-",5.3e-59,197.2,0.2,5.9e-59,197.1,0.2,1,1,0,0,1,1,1,1,"DEKH"
"3715","DENA01000039.1_71","-","NOG.COG0094.clustalo_raw","-",2.3e-54,182.4,0.1,2.6e-54,182.3,0.1,1,1,0,0,1,1,1,1,"DENA"
"3729","DENZ01000020.1_45","-","NOG.COG0094.clustalo_raw","-",2.3e-55,186.1,0.5,2.7e-55,185.9,0.5,1,1,0,0,1,1,1,1,"DENZ"
"3764","DEPR01000050.1_19","-","NOG.COG0094.clustalo_raw","-",4.8e-41,137.4,0.1,5.1e-41,137.3,0.1,1,1,0,0,1,1,1,1,"DEPR"
"3816","DEQF01000013.1_14","-","NOG.COG0094.clustalo_raw","-",1.5e-53,178.9,0,1.6e-53,178.7,0,1,1,0,0,1,1,1,1,"DEQF"
"3840","DERS01000039.1_23","-","NOG.COG0094.clustalo_raw","-",8.5e-54,180,0,9.6e-54,179.8,0,1,1,0,0,1,1,1,1,"DERS"
"3863","DERW01000042.1_26","-","NOG.COG0094.clustalo_raw","-",1.8e-54,182.4,0,1.9e-54,182.3,0,1,1,0,0,1,1,1,1,"DERW"
"3877","DERX01000071.1_49","-","NOG.COG0094.clustalo_raw","-",1.2e-50,169.5,0.1,1.4e-50,169.3,0.1,1,1,0,0,1,1,1,1,"DERX"
"3904","DESD01000023.1_24","-","NOG.COG0094.clustalo_raw","-",2.6e-54,181.7,0,2.9e-54,181.6,0,1,1,0,0,1,1,1,1,"DESD"
"3918","DESK01000042.1_17","-","NOG.COG0094.clustalo_raw","-",4.4e-58,194.4,0.5,4.8e-58,194.3,0.5,1,1,0,0,1,1,1,1,"DESK"
"3939","DESX01000011.1_2","-","NOG.COG0094.clustalo_raw","-",3e-55,184.9,0.3,3.3e-55,184.8,0.3,1,1,0,0,1,1,1,1,"DESX"
"3980","DETN01000022.1_23","-","NOG.COG0094.clustalo_raw","-",4.5e-59,197.8,0.5,4.8e-59,197.7,0.5,1,1,0,0,1,1,1,1,"DETN"
"3996","DETS01000055.1_13","-","NOG.COG0094.clustalo_raw","-",2.6e-58,195.7,0.8,2.8e-58,195.6,0.8,1,1,0,0,1,1,1,1,"DETS"
"4013","DETV01000104.1_40","-","NOG.COG0094.clustalo_raw","-",3.6e-59,198.3,0.4,3.9e-59,198.2,0.4,1,1,0,0,1,1,1,1,"DETV"
"4031","DEUB01000033.1_48","-","NOG.COG0094.clustalo_raw","-",1.2e-59,200.2,0.3,1.3e-59,200,0.3,1,1,0,0,1,1,1,1,"DEUB"
"4052","DEWB01000095.1_17","-","NOG.COG0094.clustalo_raw","-",5.8e-49,163.5,1.3,6.7e-49,163.3,1.3,1,1,0,0,1,1,1,1,"DEWB"
"4080","DEWF01000008.1_36","-","NOG.COG0094.clustalo_raw","-",2.5e-51,171.2,0.2,2.6e-51,171.1,0.2,1,1,0,0,1,1,1,1,"DEWF"
"4094","DEWH01000005.1_105","-","NOG.COG0094.clustalo_raw","-",1e-50,170.1,0.1,1.1e-50,170,0.1,1,1,0,0,1,1,1,1,"DEWH"
"4115","DEWK01000005.1_82","-","NOG.COG0094.clustalo_raw","-",5.6e-59,197,0.2,6.3e-59,196.9,0.2,1,1,0,0,1,1,1,1,"DEWK"
"4129","DEWP01000007.1_49","-","NOG.COG0094.clustalo_raw","-",1.9e-56,187.5,0.3,2e-56,187.4,0.3,1,1,0,0,1,1,1,1,"DEWP"
"4143","DEWQ01000011.1_176","-","NOG.COG0094.clustalo_raw","-",1.6e-54,181.7,0.4,1.7e-54,181.6,0.4,1,1,0,0,1,1,1,1,"DEWQ"
"4164","DFAQ01000022.1_25","-","NOG.COG0094.clustalo_raw","-",8.3e-54,179.9,0.1,9.5e-54,179.7,0.1,1,1,0,0,1,1,1,1,"DFAQ"
"4193","DFCS01000029.1_202","-","NOG.COG0094.clustalo_raw","-",1.4e-56,190.6,0.3,1.7e-56,190.4,0.3,1,1,0,0,1,1,1,1,"DFCS"
"4209","DFDW01000013.1_58","-","NOG.COG0094.clustalo_raw","-",6.9e-51,170.4,0,7.9e-51,170.3,0,1,1,0,0,1,1,1,1,"DFDW"
"4223","DFDZ01000049.1_7","-","NOG.COG0094.clustalo_raw","-",8.7e-54,180.2,0,9.9e-54,180,0,1,1,0,0,1,1,1,1,"DFDZ"
"4237","DFEA01000004.1_55","-","NOG.COG0094.clustalo_raw","-",1.2e-48,163.1,0.1,1.5e-48,162.8,0.1,1,1,0,0,1,1,1,1,"DFEA"
"4251","DFEC01000019.1_126","-","NOG.COG0094.clustalo_raw","-",4.2e-54,181.1,0,4.5e-54,181,0,1,1,0,0,1,1,1,1,"DFEC"
"4276","DFEK01000008.1_181","-","NOG.COG0094.clustalo_raw","-",1.2e-60,202.9,0.2,1.3e-60,202.6,0.2,1,1,0,0,1,1,1,1,"DFEK"
"4297","DFEW01000068.1_46","-","NOG.COG0094.clustalo_raw","-",1.3e-51,172.6,0.3,1.4e-51,172.6,0.3,1,1,0,0,1,1,1,1,"DFEW"
"4325","DFEY01000002.1_55","-","NOG.COG0094.clustalo_raw","-",1.5e-60,201.9,0.2,1.7e-60,201.7,0.2,1,1,0,0,1,1,1,1,"DFEY"
"4340","DFEZ01000001.1_20","-","NOG.COG0094.clustalo_raw","-",2.3e-55,184.8,0.5,2.5e-55,184.7,0.5,1,1,0,0,1,1,1,1,"DFEZ"
"4354","DFFD01000240.1_21","-","NOG.COG0094.clustalo_raw","-",3.5e-46,155.2,0.4,5.6e-46,154.5,0.4,1.3,1,1,0,1,1,1,1,"DFFD"
"4371","DFFH01000015.1_49","-","NOG.COG0094.clustalo_raw","-",7.9e-56,187,0.1,8.6e-56,186.9,0.1,1,1,0,0,1,1,1,1,"DFFH"
"4385","DFFI01000262.1_31","-","NOG.COG0094.clustalo_raw","-",1.4e-60,202.8,0.4,1.5e-60,202.6,0.4,1,1,0,0,1,1,1,1,"DFFI"
"4419","DFGA01000025.1_36","-","NOG.COG0094.clustalo_raw","-",4.4e-59,198,0.1,5e-59,197.8,0.1,1,1,0,0,1,1,1,1,"DFGA"
"4443","DFGJ01000038.1_39","-","NOG.COG0094.clustalo_raw","-",3.4e-48,160.8,0.4,4e-48,160.6,0.4,1,1,0,0,1,1,1,1,"DFGJ"
"4469","DFGQ01000019.1_54","-","NOG.COG0094.clustalo_raw","-",8.2e-50,166.6,0,9.7e-50,166.4,0,1,1,0,0,1,1,1,1,"DFGQ"
"4535","DFHU01000057.1_37","-","NOG.COG0094.clustalo_raw","-",5.3e-55,184.3,0.1,5.7e-55,184.2,0.1,1,1,0,0,1,1,1,1,"DFHU"
"4549","DFHY01000087.1_18","-","NOG.COG0094.clustalo_raw","-",3.8e-57,191.2,0.3,4.1e-57,191.1,0.3,1,1,0,0,1,1,1,1,"DFHY"
"4564","DFHZ01000027.1_6","-","NOG.COG0094.clustalo_raw","-",2.4e-52,175.1,0.1,2.7e-52,174.9,0.1,1,1,0,0,1,1,1,1,"DFHZ"
"4612","DFIO01000020.1_25","-","NOG.COG0094.clustalo_raw","-",1.6e-50,168.6,0,1.8e-50,168.4,0,1,1,0,0,1,1,1,1,"DFIO"
"4627","DFIS01000007.1_53","-","NOG.COG0094.clustalo_raw","-",1.1e-54,183.3,0.2,1.3e-54,183.1,0.2,1,1,0,0,1,1,1,1,"DFIS"
"4641","DFIU01000013.1_43","-","NOG.COG0094.clustalo_raw","-",4.5e-57,190.9,0.1,4.9e-57,190.8,0.1,1,1,0,0,1,1,1,1,"DFIU"
"4655","DFIW01000020.1_22","-","NOG.COG0094.clustalo_raw","-",3.8e-61,204.5,0.1,4.2e-61,204.3,0.1,1,1,0,0,1,1,1,1,"DFIW"
"4693","DFJF01000005.1_181","-","NOG.COG0094.clustalo_raw","-",4.6e-54,180.3,0.2,5.4e-54,180.1,0.2,1,1,0,0,1,1,1,1,"DFJF"
"4708","DFJH01000007.1_86","-","NOG.COG0094.clustalo_raw","-",2.4e-59,198.6,0.5,2.6e-59,198.5,0.5,1,1,0,0,1,1,1,1,"DFJH"
"4752","DFJX01000011.1_43","-","NOG.COG0094.clustalo_raw","-",2.4e-56,188.5,0.1,2.6e-56,188.3,0.1,1,1,0,0,1,1,1,1,"DFJX"
"4766","DFKC01000023.1_95","-","NOG.COG0094.clustalo_raw","-",2.2e-59,198.8,0.6,2.4e-59,198.7,0.6,1,1,0,0,1,1,1,1,"DFKC"
"4815","DFKT01000042.1_35","-","NOG.COG0094.clustalo_raw","-",2.1e-59,198.4,0.2,2.3e-59,198.3,0.2,1,1,0,0,1,1,1,1,"DFKT"
"4829","DFKY01000001.1_79","-","NOG.COG0094.clustalo_raw","-",8.3e-57,189.4,0.3,9.4e-57,189.2,0.3,1,1,0,0,1,1,1,1,"DFKY"
"4854","DFLF01000002.1_55","-","NOG.COG0094.clustalo_raw","-",2.6e-59,198.6,0.5,2.8e-59,198.5,0.5,1,1,0,0,1,1,1,1,"DFLF"
"4885","DFMY01000025.1_154","-","NOG.COG0094.clustalo_raw","-",8.3e-59,197,0.7,9.1e-59,196.8,0.7,1,1,0,0,1,1,1,1,"DFMY"
"4899","DFMZ01000095.1_31","-","NOG.COG0094.clustalo_raw","-",3.2e-54,182.3,0,3.9e-54,182.1,0,1,1,0,0,1,1,1,1,"DFMZ"
"4914","DFNC01000039.1_17","-","NOG.COG0094.clustalo_raw","-",6.9e-57,191.1,0.3,7.5e-57,190.9,0.3,1,1,0,0,1,1,1,1,"DFNC"
"4952","DFNG01000153.1_20","-","NOG.COG0094.clustalo_raw","-",5.3e-59,197.8,0.4,6.4e-59,197.6,0.4,1,1,0,0,1,1,1,1,"DFNG"
"4966","DFNH01000003.1_14","-","NOG.COG0094.clustalo_raw","-",8.5e-53,176.9,0.1,9.1e-53,176.8,0.1,1,1,0,0,1,1,1,1,"DFNH"
"4980","DFNJ01000031.1_67","-","NOG.COG0094.clustalo_raw","-",6.5e-54,180.5,0,8.1e-54,180.2,0,1,1,0,0,1,1,1,1,"DFNJ"
"5006","DFNM01000230.1_14","-","NOG.COG0094.clustalo_raw","-",5.4e-59,197.8,0.4,6.5e-59,197.6,0.4,1,1,0,0,1,1,1,1,"DFNM"
"5020","DFNN01000117.1_18","-","NOG.COG0094.clustalo_raw","-",1e-56,189.6,0.1,1.2e-56,189.4,0.1,1,1,0,0,1,1,1,1,"DFNN"
"5047","DFOC01000014.1_32","-","NOG.COG0094.clustalo_raw","-",1.3e-56,190.7,0.2,1.4e-56,190.6,0.2,1,1,0,0,1,1,1,1,"DFOC"
"5089","DFQM01000022.1_79","-","NOG.COG0094.clustalo_raw","-",8.1e-55,184,0.2,9.4e-55,183.8,0.2,1,1,0,0,1,1,1,1,"DFQM"
"5103","DFRY01000020.1_44","-","NOG.COG0094.clustalo_raw","-",5.8e-52,174.7,0.2,6.8e-52,174.5,0.2,1,1,0,0,1,1,1,1,"DFRY"
"5117","DFTA01000090.1_35","-","NOG.COG0094.clustalo_raw","-",1.8e-44,148.9,0,2.2e-44,148.6,0,1,1,0,0,1,1,1,1,"DFTA"
"5145","DFWH01000001.1_80","-","NOG.COG0094.clustalo_raw","-",6.4e-54,181,0.3,7.5e-54,180.8,0.3,1,1,0,0,1,1,1,1,"DFWH"
"5169","DFXM01000020.1_14","-","NOG.COG0094.clustalo_raw","-",5.1e-57,191.9,0.5,5.5e-57,191.8,0.5,1,1,0,0,1,1,1,1,"DFXM"
"5184","DFXU01000056.1_20","-","NOG.COG0094.clustalo_raw","-",4.4e-53,178.4,0.2,5e-53,178.2,0.2,1,1,0,0,1,1,1,1,"DFXU"
"5211","DFYL01000010.1_28","-","NOG.COG0094.clustalo_raw","-",2.6e-54,181.3,0.1,3e-54,181.1,0.1,1,1,0,0,1,1,1,1,"DFYL"
"5225","DFYO01000041.1_29","-","NOG.COG0094.clustalo_raw","-",2.5e-55,185.2,0.3,2.9e-55,185,0.3,1,1,0,0,1,1,1,1,"DFYO"
"5239","DFYS01000063.1_14","-","NOG.COG0094.clustalo_raw","-",2.3e-55,185.4,0.2,2.6e-55,185.2,0.2,1,1,0,0,1,1,1,1,"DFYS"
"5253","DFZA01000009.1_464","-","NOG.COG0094.clustalo_raw","-",2.4e-53,178.6,0.1,2.8e-53,178.4,0.1,1,1,0,0,1,1,1,1,"DFZA"
"5267","DFZH01000041.1_115","-","NOG.COG0094.clustalo_raw","-",1.8e-51,172.4,0.1,1.9e-51,172.3,0.1,1,1,0,0,1,1,1,1,"DFZH"
"5294","DFZQ01000074.1_21","-","NOG.COG0094.clustalo_raw","-",5.9e-56,187.9,0.2,6.3e-56,187.8,0.2,1,1,0,0,1,1,1,1,"DFZQ"
"5308","DFZT01000052.1_32","-","NOG.COG0094.clustalo_raw","-",4.8e-56,187.4,0.2,5.9e-56,187.1,0.2,1,1,0,0,1,1,1,1,"DFZT"
"5322","DFZX01000112.1_59","-","NOG.COG0094.clustalo_raw","-",5e-53,178.9,0.3,5.6e-53,178.7,0.3,1,1,0,0,1,1,1,1,"DFZX"
"5360","DGDN01000036.1_28","-","NOG.COG0094.clustalo_raw","-",8.7e-52,173.5,0.1,9.9e-52,173.3,0.1,1,1,0,0,1,1,1,1,"DGDN"
"5374","DGDQ01000118.1_15","-","NOG.COG0094.clustalo_raw","-",1.4e-55,186,0.1,1.6e-55,185.8,0.1,1,1,0,0,1,1,1,1,"DGDQ"
"5389","DGDS01000019.1_36","-","NOG.COG0094.clustalo_raw","-",2.3e-56,187.9,0.2,2.6e-56,187.8,0.2,1,1,0,0,1,1,1,1,"DGDS"
"5403","DGDT01000031.1_25","-","NOG.COG0094.clustalo_raw","-",4.6e-59,196.8,0.2,5.4e-59,196.6,0.2,1,1,0,0,1,1,1,1,"DGDT"
"5417","DGDU01000029.1_76","-","NOG.COG0094.clustalo_raw","-",1.7e-48,162.2,0.3,1.8e-48,162.1,0.3,1,1,0,0,1,1,1,1,"DGDU"
"5431","DGDV01000021.1_15","-","NOG.COG0094.clustalo_raw","-",1.5e-57,192.6,0.1,1.6e-57,192.5,0.1,1,1,0,0,1,1,1,1,"DGDV"
"5445","DGDW01000010.1_14","-","NOG.COG0094.clustalo_raw","-",7.5e-58,193.2,0.1,8.8e-58,193,0.1,1,1,0,0,1,1,1,1,"DGDW"
"5459","DGDX01000045.1_27","-","NOG.COG0094.clustalo_raw","-",2.1e-55,185.4,0.1,2.3e-55,185.2,0.1,1,1,0,0,1,1,1,1,"DGDX"
"5473","DGEB01000024.1_14","-","NOG.COG0094.clustalo_raw","-",8.6e-54,179.8,0.2,1e-53,179.5,0.2,1,1,0,0,1,1,1,1,"DGEB"
"5487","DGED01000049.1_40","-","NOG.COG0094.clustalo_raw","-",6.7e-57,189.9,0.2,7.7e-57,189.7,0.2,1,1,0,0,1,1,1,1,"DGED"
"5501","DGEE01000095.1_20","-","NOG.COG0094.clustalo_raw","-",1.5e-56,189.3,0.1,1.7e-56,189.2,0.1,1,1,0,0,1,1,1,1,"DGEE"
"5515","DGEF01000035.1_14","-","NOG.COG0094.clustalo_raw","-",2.9e-53,178.3,0,3.1e-53,178.2,0,1,1,0,0,1,1,1,1,"DGEF"
"5529","DGEG01000116.1_8","-","NOG.COG0094.clustalo_raw","-",5.6e-53,177.2,0.5,6.1e-53,177.1,0.5,1,1,0,0,1,1,1,1,"DGEG"
"5543","DGEH01000075.1_15","-","NOG.COG0094.clustalo_raw","-",9.4e-57,190.4,0.4,1.1e-56,190.2,0.4,1,1,0,0,1,1,1,1,"DGEH"
"5558","DGEQ01000077.1_15","-","NOG.COG0094.clustalo_raw","-",7.4e-56,186.9,0.2,7.9e-56,186.8,0.2,1,1,0,0,1,1,1,1,"DGEQ"
"5572","DGER01000057.1_23","-","NOG.COG0094.clustalo_raw","-",8.8e-53,176.6,0.1,9.5e-53,176.5,0.1,1,1,0,0,1,1,1,1,"DGER"
"5600","DGEY01000036.1_15","-","NOG.COG0094.clustalo_raw","-",7.8e-55,183.6,0,8.5e-55,183.5,0,1,1,0,0,1,1,1,1,"DGEY"
"5622","DGFD01000112.1_14","-","NOG.COG0094.clustalo_raw","-",9e-53,176.6,0.1,9.6e-53,176.5,0.1,1,1,0,0,1,1,1,1,"DGFD"
"5636","DGFF01000013.1_15","-","NOG.COG0094.clustalo_raw","-",8.5e-54,179.8,0.1,9.7e-54,179.6,0.1,1,1,0,0,1,1,1,1,"DGFF"
"5650","DGFG01000142.1_14","-","NOG.COG0094.clustalo_raw","-",8.5e-58,193.2,0.1,1e-57,193,0.1,1,1,0,0,1,1,1,1,"DGFG"
"5664","DGFJ01000034.1_96","-","NOG.COG0094.clustalo_raw","-",3.9e-54,181,0.1,4.2e-54,180.9,0.1,1,1,0,0,1,1,1,1,"DGFJ"
"5691","DGFN01000013.1_27","-","NOG.COG0094.clustalo_raw","-",7.6e-55,183.6,0,8.3e-55,183.5,0,1,1,0,0,1,1,1,1,"DGFN"
"5706","DGFT01000057.1_17","-","NOG.COG0094.clustalo_raw","-",4.4e-55,185,0.1,5.2e-55,184.7,0.1,1,1,0,0,1,1,1,1,"DGFT"
"5739","DGHH01000009.1_70","-","NOG.COG0094.clustalo_raw","-",5.5e-57,189.3,0.3,6.1e-57,189.2,0.3,1,1,0,0,1,1,1,1,"DGHH"
"5753","DGHJ01000069.1_26","-","NOG.COG0094.clustalo_raw","-",6.8e-49,163.8,0,7.9e-49,163.5,0,1,1,0,0,1,1,1,1,"DGHJ"
"5767","DGHK01000052.1_42","-","NOG.COG0094.clustalo_raw","-",4.7e-62,207.6,0.5,5.1e-62,207.5,0.5,1,1,0,0,1,1,1,1,"DGHK"
"5783","DGHY01000026.1_14","-","NOG.COG0094.clustalo_raw","-",2.1e-59,198.8,0.6,2.3e-59,198.7,0.6,1,1,0,0,1,1,1,1,"DGHY"
"5801","DGJE01000033.1_7","-","NOG.COG0094.clustalo_raw","-",3.6e-57,191.9,0.4,4.3e-57,191.7,0.4,1,1,0,0,1,1,1,1,"DGJE"
"5827","DGJJ01000024.1_95","-","NOG.COG0094.clustalo_raw","-",2.1e-56,189.7,0.4,2.2e-56,189.6,0.4,1,1,0,0,1,1,1,1,"DGJJ"
"5841","DGKO01000045.1_42","-","NOG.COG0094.clustalo_raw","-",1.3e-56,190.6,0.3,1.4e-56,190.5,0.3,1,1,0,0,1,1,1,1,"DGKO"
"5855","DGKR01000018.1_21","-","NOG.COG0094.clustalo_raw","-",1.1e-56,190.7,0.2,1.2e-56,190.6,0.2,1,1,0,0,1,1,1,1,"DGKR"
"5870","DGLI01000003.1_72","-","NOG.COG0094.clustalo_raw","-",3.4e-58,195.6,0.5,3.6e-58,195.5,0.5,1,1,0,0,1,1,1,1,"DGLI"
"5884","DGLU01000057.1_36","-","NOG.COG0094.clustalo_raw","-",1.9e-55,186.1,0.3,2e-55,186,0.3,1,1,0,0,1,1,1,1,"DGLU"
"5911","DGRC01000002.1_43","-","NOG.COG0094.clustalo_raw","-",1.8e-55,186.1,0.1,2e-55,186,0.1,1,1,0,0,1,1,1,1,"DGRC"
"5925","DGRE01000033.1_46","-","NOG.COG0094.clustalo_raw","-",7.7e-56,187.9,0.5,8.3e-56,187.8,0.5,1,1,0,0,1,1,1,1,"DGRE"
"5939","DGRF01000031.1_14","-","NOG.COG0094.clustalo_raw","-",6.6e-57,191.2,0.5,7.2e-57,191.1,0.5,1,1,0,0,1,1,1,1,"DGRF"
"5998","DGRW01000043.1_13","-","NOG.COG0094.clustalo_raw","-",2.1e-59,198.7,0.3,2.4e-59,198.5,0.3,1,1,0,0,1,1,1,1,"DGRW"
"6012","DGSG01000007.1_79","-","NOG.COG0094.clustalo_raw","-",7.9e-60,199.9,0.2,8.6e-60,199.8,0.2,1,1,0,0,1,1,1,1,"DGSG"
"6026","DGSH01000004.1_52","-","NOG.COG0094.clustalo_raw","-",7.4e-50,166.6,0,8.8e-50,166.4,0,1,1,0,0,1,1,1,1,"DGSH"
"6041","DGSM01000010.1_18","-","NOG.COG0094.clustalo_raw","-",1e-49,166.3,0.1,1.2e-49,166.1,0.1,1,1,0,0,1,1,1,1,"DGSM"
"6055","DGSQ01000054.1_120","-","NOG.COG0094.clustalo_raw","-",2.2e-52,175.2,0.1,2.5e-52,174.9,0.1,1,1,0,0,1,1,1,1,"DGSQ"
"6069","DGSU01000194.1_12","-","NOG.COG0094.clustalo_raw","-",1.2e-59,199.4,0.2,1.4e-59,199.3,0.2,1,1,0,0,1,1,1,1,"DGSU"
"6108","DGTF01000011.1_14","-","NOG.COG0094.clustalo_raw","-",5.1e-60,200.7,0.2,5.5e-60,200.6,0.2,1,1,0,0,1,1,1,1,"DGTF"
"6122","DGTG01000019.1_39","-","NOG.COG0094.clustalo_raw","-",1.5e-60,202.8,0.4,1.7e-60,202.6,0.4,1,1,0,0,1,1,1,1,"DGTG"
"6139","DGTI01000036.1_48","-","NOG.COG0094.clustalo_raw","-",1.9e-57,192.4,0.2,2.3e-57,192.2,0.2,1,1,0,0,1,1,1,1,"DGTI"
"6153","DGTK01000015.1_164","-","NOG.COG0094.clustalo_raw","-",2.8e-61,204.7,0.7,3e-61,204.6,0.7,1,1,0,0,1,1,1,1,"DGTK"
"6167","DGTN01000014.1_64","-","NOG.COG0094.clustalo_raw","-",1.6e-51,173.1,0.1,1.9e-51,172.8,0.1,1,1,0,0,1,1,1,1,"DGTN"
"6181","DGTT01000033.1_32","-","NOG.COG0094.clustalo_raw","-",9e-54,180.3,0.3,1.1e-53,180.1,0.3,1,1,0,0,1,1,1,1,"DGTT"
"6231","DGUM01000086.1_84","-","NOG.COG0094.clustalo_raw","-",6e-43,144.4,0,7.4e-43,144.1,0,1,1,0,0,1,1,1,1,"DGUM"
"6294","DGVS01000011.1_44","-","NOG.COG0094.clustalo_raw","-",6.2e-57,189.3,0.3,7e-57,189.1,0.3,1,1,0,0,1,1,1,1,"DGVS"
"6313","DGVV01000072.1_9","-","NOG.COG0094.clustalo_raw","-",7.6e-52,174.2,0,8.1e-52,174.1,0,1,1,0,0,1,1,1,1,"DGVV"
"6328","DGWE01000071.1_14","-","NOG.COG0094.clustalo_raw","-",1.6e-50,168.6,0,1.9e-50,168.4,0,1,1,0,0,1,1,1,1,"DGWE"
"6342","DGWF01000005.1_28","-","NOG.COG0094.clustalo_raw","-",6.3e-60,199.9,0.2,6.9e-60,199.8,0.2,1,1,0,0,1,1,1,1,"DGWF"
"6356","DGWH01000125.1_29","-","NOG.COG0094.clustalo_raw","-",2.3e-49,166.5,0.1,2.6e-49,166.3,0.1,1,1,0,0,1,1,1,1,"DGWH"
"6370","DGWK01000024.1_7","-","NOG.COG0094.clustalo_raw","-",1.1e-61,206.4,0.2,1.3e-61,206.2,0.2,1,1,0,0,1,1,1,1,"DGWK"
"6384","DGWR01000002.1_202","-","NOG.COG0094.clustalo_raw","-",9.3e-56,186.6,0.1,1e-55,186.5,0.1,1,1,0,0,1,1,1,1,"DGWR"
"6405","DGXA01000006.1_15","-","NOG.COG0094.clustalo_raw","-",7e-56,186.1,0.2,8.1e-56,185.9,0.2,1,1,0,0,1,1,1,1,"DGXA"
"6425","DGXE01000021.1_13","-","NOG.COG0094.clustalo_raw","-",5.9e-54,180.7,0.1,6.7e-54,180.5,0.1,1,1,0,0,1,1,1,1,"DGXE"
"6441","DGXG01000065.1_2","-","NOG.COG0094.clustalo_raw","-",6.1e-59,197.1,0.1,6.6e-59,197,0.1,1,1,0,0,1,1,1,1,"DGXG"
"6478","DGXS01000061.1_2","-","NOG.COG0094.clustalo_raw","-",7.5e-60,199.9,0.2,8.2e-60,199.8,0.2,1,1,0,0,1,1,1,1,"DGXS"
